"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"829","경기도 이천시 율면 오성리","3*","단독","8m미만","99.72","660.00","202507","07","17,300","개인","개인","2013","금율로660번길","-","중개거래","서울 강남구"
"830","전북특별자치도 순창군 쌍치면 종곡리","1**","단독","8m미만","79.00","566.00","202507","07","3,320","개인","개인","1955","종곡2길","-","직거래","-"
"831","경상북도 안동시 태화동","5*","단독","8m미만","50.87","126.20","202507","07","9,900","법인","개인","1977","서부시장4길","-","중개거래","경북 안동시"
"832","경기도 안산시 단원구 대부동동","5**","단독","8m미만","124.11","384.00","202507","07","42,500","개인","개인","2019","항낭길","-","중개거래","경기 안산시 단원구"
"833","경상북도 포항시 남구 오천읍 문덕리","1**","단독","8m미만","23.10","159.00","202507","07","5,000","개인","개인","1900","정몽주로","-","중개거래","경북 포항시 북구"
"834","전북특별자치도 고창군 아산면 계산리","1**","단독","8m미만","131.04","555.00","202507","07","7,968","개인","개인","2005","부정지산길","-","직거래","-"
"835","경상북도 안동시 옥동","9**","단독","12m미만","137.00","231.10","202507","07","30,500","개인","개인","2011","옥서4길","-","중개거래","경북 안동시"
"836","울산광역시 울주군 웅촌면 대대리","1***","단독","8m미만","86.40","652.00","202507","07","24,500","개인","개인","2017","","-","직거래","-"
"837","울산광역시 울주군 범서읍 구영리","8**","다가구","8m미만","621.53","343.10","202507","07","106,000","개인","개인","2014","점촌안길","-","중개거래","울산 울주군"
"838","인천광역시 강화군 화도면 문산리","4*","단독","8m미만","231.35","529.00","202507","07","28,000","개인","개인","2011","마니산로584번길","-","중개거래","인천 강화군"
"839","전북특별자치도 부안군 동진면 하장리","3*","단독","8m미만","67.20","479.00","202507","07","4,400","개인","개인","1901","오중1길","-","직거래","-"
"840","전북특별자치도 남원시 왕정동","4**","단독","8m미만","54.45","243.00","202507","07","8,500","개인","개인","1980","성황단길","-","중개거래","전북 남원시"
"841","경상남도 김해시 관동동","4**","단독","12m미만","113.97","252.80","202507","07","30,000","개인","개인","2007","덕정로138번길","-","중개거래","경남 김해시"
"842","전북특별자치도 부안군 계화면 계화리","5**","단독","8m미만","48.60","331.00","202507","07","3,000","개인","개인","1978","계화4길","-","직거래","-"
"843","전라남도 완도군 완도읍 대야리","5*","단독","8m미만","94.50","331.00","202507","07","3,110","개인","개인","1997","대야이구길","-","직거래","-"
"844","전라남도 신안군 압해읍 복룡리","6**","단독","8m미만","46.90","211.00","202507","07","1,300","개인","개인","2011","복룡신대길","-","직거래","-"
"845","전라남도 신안군 자은면 유천리","4*","단독","8m미만","41.60","438.00","202507","07","1,000","개인","개인","1939","창촌길","-","직거래","-"
"846","전라남도 신안군 비금면 내월리","6**","다가구","8m미만","199.80","999.00","202507","07","21,510","개인","개인","2021","하누넘해수욕장길","-","직거래","-"
"847","부산광역시 동래구 안락동","9**","단독","12m미만","266.23","149.10","202507","07","59,000","개인","개인","2004","반송로250번길","-","중개거래","부산 동래구"
"848","부산광역시 서구 아미동2가","8*","단독","8m미만","30.00","46.60","202507","07","4,500","개인","개인","1985","해돋이로240번길","-","직거래","-"
"849","부산광역시 남구 문현동","7**","단독","8m미만","39.52","23.80","202507","07","32,000","개인","개인","1985","문현금융로","-","중개거래","부산 남구, 부산 연제구"
"850","전라남도 영광군 영광읍 백학리","1**","단독","8m미만","326.12","311.00","202507","07","35,000","개인","개인","1974","물무로2길","-","중개거래","전남 영광군"
"851","경상북도 포항시 남구 대도동","7*","다가구","8m미만","657.11","363.20","202507","07","79,000","개인","개인","2013","대해로90번길","-","중개거래","경북 포항시 북구"
"852","서울특별시 동대문구 이문동","8*","다가구","8m미만","119.56","73.00","202507","06","77,000","개인","개인","2025","외대역동로12가길","-","중개거래","서울 동대문구"
"853","부산광역시 수영구 광안동","1**","단독","8m미만","51.57","106.90","202507","06","70,000","개인","개인","1981","수영로554번가길","-","중개거래","부산 수영구"
"854","경상남도 진주시 호탄동","7**","다가구","8m미만","385.56","661.00","202507","06","77,000","개인","개인","2006","가호방아길","-","중개거래","경남 진주시"
"855","전북특별자치도 부안군 상서면 장동리","7**","단독","8m미만","73.80","540.00","202507","06","6,600","개인","개인","2015","분장2길","20250710","중개거래","광주 광산구"
"856","경상남도 창원시 의창구 동읍 봉강리","1**","단독","12m미만","86.31","133.00","202507","06","8,200","개인","개인","1998","동읍로","-","중개거래","경남 창원시 의창구"
"857","경기도 남양주시 별내동","8**","다가구","12m미만","492.46","242.10","202507","06","217,000","개인","개인","2013","덕송2로6번길","-","중개거래","경기 남양주시"
"858","경상북도 성주군 벽진면 외기리","6**","단독","8m미만","87.90","661.00","202507","06","16,000","개인","개인","2013","장기길","-","중개거래","대구 달성군"
"859","강원특별자치도 평창군 미탄면 창리","6**","단독","12m미만","67.68","282.00","202507","06","9,500","개인","개인","2004","서동로","-","중개거래","강원 평창군"
"860","충청북도 청주시 상당구 금천동","2**","단독","12m미만","164.07","152.00","202507","06","26,000","개인","개인","1995","중고개로321번길","-","중개거래","충북 청주시 상당구"
"861","광주광역시 북구 운암동","4**","단독","8m미만","122.54","134.80","202507","06","26,000","기타","개인","1980","대자로106번길","-","직거래","-"
"862","전북특별자치도 부안군 상서면 장동리","7**","단독","8m미만","73.80","540.00","202507","06","6,600","개인","개인","2015","분장2길","-","중개거래","광주 광산구"
"863","울산광역시 중구 남외동","9**","다가구","8m미만","272.96","166.00","202507","06","59,000","개인","개인","2014","해오름12길","-","중개거래","울산 중구"
"864","전북특별자치도 장수군 장계면 월강리","1**","단독","8m미만","126.60","430.00","202507","06","2,000","개인","개인","1920","도장골길","-","직거래","-"
"865","전북특별자치도 익산시 신동","8**","단독","12m미만","151.61","176.50","202507","06","14,800","개인","개인","1985","무왕로4길","-","중개거래","전북 익산시"
"866","강원특별자치도 춘천시 동내면 학곡리","2**","단독","8m미만","92.61","450.00","202507","06","32,000","개인","개인","1999","학곡동1길","-","중개거래","강원 춘천시"
"867","충청북도 충주시 종민동","1***","단독","8m미만","123.37","890.00","202507","06","10,800","개인","개인","2013","종민3길","-","중개거래","충북 충주시"
"868","경상북도 봉화군 봉성면 외삼리","4**","단독","8m미만","72.03","498.60","202507","06","4,800","개인","개인","1959","늪실길","-","직거래","-"
"869","서울특별시 동대문구 청량리동","2**","단독","8m미만","54.54","63.00","202507","06","81,000","개인","개인","2025","제기로23길","-","중개거래","서울 동대문구, 서울 성동구"
"870","부산광역시 부산진구 범전동","2*","단독","8m미만","53.00","132.00","202507","06","88,000","개인","개인","1900","경마장로","-","중개거래","부산 부산진구"
"871","경상남도 창원시 마산합포구 산호동","5**","단독","8m미만","63.20","140.00","202507","06","10,000","개인","개인","1983","합포북15길","-","중개거래","경남 창원시 마산합포구"
"872","인천광역시 동구 금곡동","5*","단독","12m미만","485.71","230.90","202507","05","60,000","개인","개인","1999","금창로","-","중개거래","인천 동구"
"873","대전광역시 대덕구 평촌동","1**","단독","8m미만","57.85","145.00","202507","05","6,000","개인","개인","1975","태양마을길","-","중개거래","대전 대덕구"
"874","충청남도 아산시 도고면 신언리","1**","단독","8m미만","118.53","489.00","202507","05","28,085","개인","개인","2019","아산만로222번길","-","중개거래","충남 천안시 동남구"
"875","충청남도 아산시 도고면 석당리","1**","단독","8m미만","63.00","572.00","202507","05","15,000","개인","개인","2024","덕암산로","20250708","중개거래","충남 아산시"
"876","충청남도 서산시 부석면 월계리","6**","단독","8m미만","99.92","906.00","202507","05","36,373","개인","개인","2018","마산로","-","중개거래","충남 당진시"
"877","서울특별시 영등포구 신길동","1**","단독","8m미만","39.77","119.00","202507","05","74,000","개인","개인","1967","도신로56길","-","중개거래","서울 영등포구"
"878","전라남도 함평군 해보면 대각리","5**","단독","8m미만","86.88","659.00","202507","05","15,000","개인","개인","2011","오두길","-","중개거래","광주 북구"
"879","경상북도 울릉군 서면 남양리","6**","단독","8m미만","63.36","84.10","202507","05","21,000","개인","개인","1973","남양4길","-","직거래","-"
"880","충청남도 서산시 운산면 거성리","1**","단독","8m미만","151.78","794.00","202507","05","36,000","개인","개인","2025","홍안벌로","-","중개거래","충남 당진시"
"881","충청남도 천안시 서북구 입장면 신두리","4*","단독","8m미만","99.00","492.10","202507","05","21,800","개인","개인","1963","율목길","-","중개거래","충남 천안시 동남구"
"882","부산광역시 기장군 기장읍 내리","1**","단독","8m미만","53.99","228.00","202507","05","28,400","개인","개인","1936","백동길","20250721","중개거래","부산 기장군, 부산 부산진구"
"883","충청남도 논산시 부적면 충곡리","4**","단독","8m미만","66.25","579.00","202507","05","15,950","개인","개인","1970","충곡로134번길","-","중개거래","충남 논산시"
"884","강원특별자치도 춘천시 온의동","1**","단독","8m미만","83.70","288.00","202507","05","24,000","개인","개인","1994","영서로","-","중개거래","강원 춘천시"
"885","대전광역시 서구 가장동","5*","다가구","8m미만","142.10","168.90","202507","05","15,500","개인","개인","1996","도산로321번길","-","중개거래","대전 서구"
"886","경상남도 진주시 상봉동","5**","단독","8m미만","33.06","123.00","202507","05","3,000","개인","개인","1969","진주성로199번길","-","중개거래","경남 진주시"
"887","경상남도 하동군 하동읍 화심리","4**","단독","8m미만","45.62","433.00","202507","05","7,800","개인","개인","1911","화심안길","-","중개거래","경남 하동군"
"888","대전광역시 동구 대동","4**","단독","8m미만","52.46","121.00","202507","05","24,000","개인","개인","1972","동대전로124번길","-","중개거래","대전 동구"
"889","경상북도 울진군 북면 부구리","5**","단독","8m미만","85.56","465.00","202507","05","3,000","개인","개인","1981","흥부길","-","직거래","-"
"890","서울특별시 마포구 공덕동","*","단독","8m미만","19.83","40.00","202507","05","68,000","개인","개인","1900","만리재로16길","-","중개거래","서울 마포구"
