"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"730","부산광역시 동래구 온천동","1447-16","1447","0016","동경쉐르빌아파트","30.0200","202507","07","6,000","2","개인","개인","2003","미남로 122","-","직거래","-"
"731","서울특별시 중랑구 신내동","644","0644","0000","엘리어트하우스","29.6900","202507","07","9,000","4","개인","개인","2003","신내로 193","-","중개거래","서울 중랑구"
"732","인천광역시 남동구 구월동","1527","1527","0000","구월아시아드 더블루시티","22.3200","202507","07","7,900","10","개인","개인","2018","선수촌공원로 36","-","중개거래","인천 남동구"
"733","서울특별시 영등포구 양평동1가","118-2","0118","0002","더스톤","17.8300","202507","07","22,000","7","개인","개인","2018","선유로 113","-","중개거래","서울 마포구, 서울 영등포구"
"734","서울특별시 마포구 상암동","1596","1596","0000","상암DMC푸르지오시티, S-City","18.4000","202507","07","17,500","13","법인","개인","2017","월드컵북로54길 25","-","직거래","-"
"735","서울특별시 마포구 상암동","1596","1596","0000","상암DMC푸르지오시티, S-City","18.2400","202507","07","17,000","5","법인","개인","2017","월드컵북로54길 25","-","직거래","-"
"736","서울특별시 구로구 구로동","186-17","0186","0017","하나가드리움","25.9200","202507","07","12,900","7","법인","개인","2002","도림천로 438","-","중개거래","서울 구로구"
"737","서울특별시 송파구 가락동","79-7","0079","0007","(79-7)","29.5200","202507","07","12,000","8","개인","개인","1990","송파대로28길 32","-","중개거래","서울 송파구"
"738","경기도 수원시 영통구 이의동","1348-2","1348","0002","광교하이니티","26.7100","202507","07","13,000","6","개인","개인","2013","에듀타운로106번길 16","-","직거래","-"
"739","경기도 수원시 영통구 이의동","1348-2","1348","0002","광교하이니티","27.2400","202507","07","14,500","7","개인","개인","2013","에듀타운로106번길 16","-","직거래","-"
"740","충청북도 청주시 흥덕구 오송읍 만수리","531","0531","0000","오송 리움갤러리96","44.7175","202507","07","7,000","6","개인","법인","2012","오송생명로 208-9","-","직거래","-"
"741","서울특별시 은평구 진관동","100-4","0100","0004","어드벤스힐 오피스텔","29.7900","202507","07","14,700","4","개인","개인","2013","진관1로 21-35","-","직거래","-"
"742","경상남도 창원시 마산회원구 회원동","61-2","0061","0002","회원동신화하니엘","49.1800","202507","07","11,000","14","개인","개인","2016"," ","-","중개거래","경남 창원시 마산합포구"
"743","경기도 고양시 덕양구 도내동","950","0950","0000","원흥퍼스트푸르지오시티","20.6730","202507","07","9,900","17","개인","개인","2021"," ","-","중개거래","경기 고양시 덕양구"
"744","부산광역시 부산진구 양정동","140-4","0140","0004","지음7","66.7800","202507","07","14,000","6","개인","개인","2016","중앙대로980번길 38","20250707","중개거래","부산 부산진구"
"745","부산광역시 부산진구 양정동","140-4","0140","0004","지음7","66.7800","202507","07","14,000","6","개인","개인","2016","중앙대로980번길 38","-","중개거래","부산 부산진구"
"746","경기도 고양시 덕양구 동산동","368","0368","0000","e편한세상 시티 삼송3차","57.9189","202507","07","41,000","15","개인","개인","2019","동송로 23-28","-","중개거래","경기 고양시 덕양구, 서울 은평구"
"747","인천광역시 부평구 부평동","406-11","0406","0011","풀하우스","71.3800","202507","07","20,000","5","개인","법인","2016","부흥북로 50-4","-","중개거래","인천 부평구"
"748","경기도 고양시 일산동구 장항동","848-1","0848","0001","현대타운빌","37.0000","202507","07","9,000","8","개인","개인","2000","중앙로 1233","-","중개거래","경기 고양시 일산동구"
"749","경기도 용인시 기흥구 서천동","283","0283","0000","희망의도시","13.6200","202507","07","4,900","4","개인","개인","2013","서그내로 52","-","중개거래","경기 용인시 기흥구"
"750","경상북도 김천시 율곡동","797","0797","0000","한신休시티","25.9700","202507","07","6,500","27","법인","개인","2016","혁신1로 81","-","중개거래","경북 김천시"
"751","경기도 화성시 능동","1065-2","1065","0002","동탄 퍼스트빌스타","20.1500","202507","07","6,700","9","개인","개인","2014","동탄원천로 354-11","-","중개거래","경기 화성시"
"752","서울특별시 은평구 진관동","73","0073","0000","웅신 미켈란의 아침","19.0600","202507","07","12,000","11","개인","개인","2017","진관2로 15-8","-","중개거래","서울 은평구"
"753","경기도 하남시 망월동","1132","1132","0000","퀸즈파크 미사1차","19.2506","202507","07","13,000","10","개인","개인","2019","미사강변동로84번길 20","-","중개거래","경기 하남시"
"754","서울특별시 송파구 문정동","624","0624","0000","송파 아이파크","29.8300","202507","07","26,800","3","개인","개인","2015","법원로 55","-","중개거래","서울 송파구"
"755","서울특별시 서대문구 연희동","80-7","0080","0007","파라다이스텔에스비","15.9400","202507","07","8,980","3","개인","개인","2003","연희로 158","-","중개거래","서울 서대문구"
"756","인천광역시 중구 운서동","2807-4","2807","0004","버터플라이 시티","31.5300","202507","07","14,000","9","개인","개인","2017"," ","-","중개거래","경기 김포시"
"757","경상북도 김천시 율곡동","798","0798","0000","김천 파크드림 시티써밋","28.9500","202507","07","5,470","5","개인","법인","2017"," ","-","직거래","-"
"758","경기도 하남시 덕풍동","743","0743","0000","트윈렉스1","52.6200","202507","07","22,200","7","개인","개인","2011","덕풍동로 111-10","-","중개거래","경기 하남시"
"759","경기도 하남시 덕풍동","743","0743","0000","트윈렉스1","67.9400","202507","07","26,000","7","법인","개인","2011","덕풍동로 111-10","-","중개거래","경기 하남시"
"760","서울특별시 송파구 가락동","78-1","0078","0001","한화오벨리스크","37.9300","202507","07","23,000","13","법인","개인","2004","중대로 127","-","중개거래","서울 송파구"
"761","경기도 부천시 원미구 중동","1141","1141","0000","코스모폴리탄","26.1400","202507","07","9,850","17","개인","개인","2005"," 272","-","중개거래","경기 부천시 원미구"
"762","충청남도 천안시 서북구 불당동","1283","1283","0000","천안불당 시티프라디움 4차","84.9498","202507","07","30,700","45","개인","개인","2020","공원로 177","-","중개거래","충남 천안시 서북구"
"763","서울특별시 마포구 도화동","553","0553","0000","마스터즈타워","36.8500","202507","07","22,000","21","법인","법인","2000","독막로 331","-","중개거래","서울 마포구"
"764","서울특별시 양천구 신월동","474-10","0474","0010","한울스위트하우스","32.5500","202507","07","16,500","6","개인","개인","2015"," ","-","중개거래","서울 양천구"
"765","서울특별시 강남구 개포동","1229-10","1229","0010","하우징허브럭스","56.8600","202507","07","60,600","7","개인","개인","2017","논현로 72","-","중개거래","서울 서초구"
"766","인천광역시 동구 송현동","64-3","0064","0003","동인천역코아루시티","22.1310","202507","07","6,250","11","개인","개인","2019","송현로 25","-","중개거래","인천 미추홀구"
"767","경기도 부천시 원미구 심곡동","127-1","0127","0001","삼융아파트오피스텔","61.0800","202507","07","16,800","2","개인","개인","2005"," 11","-","중개거래","경기 부천시 원미구"
"768","서울특별시 강서구 마곡동","773","0773","0000","힐스테이트 에코 마곡역","19.8681","202507","07","17,500","11","개인","개인","2017","마곡중앙로 76","-","중개거래","서울 강서구"
"769","인천광역시 남동구 구월동","1139","1139","0000","에이스네스트빌","31.0100","202507","07","16,000","9","개인","개인","2018","정각로 34","-","중개거래","충남 당진시"
"770","경기도 수원시 팔달구 매산로2가","40-3","0040","0003","대주파크빌","55.2500","202507","07","14,000","7","개인","개인","2006","향교로 52","-","중개거래","경기 수원시 팔달구"
"771","경기도 고양시 일산동구 장항동","852-1","0852","0001","한솔프레미낭","35.1500","202507","07","10,000","4","개인","개인","2004","백마로213번길 12","-","직거래","-"
"772","경기도 고양시 일산동구 장항동","730-1","0730","0001","양우로데오시티","33.8800","202507","07","10,650","11","개인","개인","2003","고봉로 32-9","-","중개거래","경기 고양시 일산동구"
"773","서울특별시 관악구 봉천동","882-4","0882","0004","케이타워 오피스텔","18.2400","202507","07","11,000","7","개인","개인","2010","청룡1길 42","-","중개거래","서울 관악구"
"774","인천광역시 연수구 연수동","599-1","0599","0001","이리옴3빌딩","23.4600","202507","07","4,700","8","개인","개인","2002","먼우금로188번길 12","-","중개거래","인천 연수구"
"775","서울특별시 송파구 거여동","178-6","0178","0006","인투파크거여 1단지","29.9800","202507","07","26,000","6","개인","개인","2020","거마로9길 7-5","-","중개거래","서울 송파구"
"776","경상남도 김해시 삼방동","182-4","0182","0004","위더스오피스텔","33.1500","202507","07","3,500","9","개인","법인","2003","활천로267번길 8","-","중개거래","경남 김해시"
"777","인천광역시 연수구 송도동","149","0149","0000","롯데캐슬 캠퍼스타운","26.3193","202507","07","12,300","8","개인","개인","2016","송도과학로27번길 55","-","중개거래","인천 연수구"
"778","부산광역시 해운대구 중동","1256-9","1256","0009","해운대 중동 스위첸","84.9593","202507","07","65,000","32","개인","개인","2023","좌동순환로 495","-","중개거래","부산 해운대구"
"779","경기도 하남시 망월동","1132","1132","0000","퀸즈파크 미사1차","19.2506","202507","07","11,600","10","개인","개인","2019","미사강변동로84번길 20","-","중개거래","경기 하남시"
"780","인천광역시 연수구 송도동","311","0311","0000","랜드마크시티 센트럴 더샵","84.9588","202507","07","33,500","10","개인","개인","2020","랜드마크로 68","-","중개거래","인천 연수구"
"781","경기도 부천시 원미구 중동","1131","1131","0000","중동아크로텔","21.8790","202507","07","8,000","12","개인","개인","2004"," 173","-","중개거래","경기 부천시 원미구"
"782","경기도 부천시 원미구 심곡동","392-2","0392","0002","해리슨","70.2200","202507","07","39,800","14","개인","개인","2023"," 51","-","직거래","-"
"783","서울특별시 관악구 봉천동","1574-1","1574","0001","생모리츠타운","22.2400","202507","07","11,500","8","개인","개인","2007","쑥고개로 100","-","중개거래","서울 관악구"
"784","서울특별시 중랑구 망우동","584","0584","0000","신내역 프라디움 더 테라스","84.3218","202507","07","61,000","21","개인","개인","2023","용마산로 670","-","중개거래","경기 고양시 덕양구"
"785","인천광역시 계양구 계산동","956-6","0956","0006","대덕 노바체","26.9100","202507","07","8,400","6","개인","개인","2004","계양대로 188","-","중개거래","인천 계양구"
"786","경기도 부천시 원미구 중동","1131","1131","0000","중동아크로텔","23.0940","202507","07","7,900","17","개인","개인","2004"," 173","-","중개거래","경기 부천시 원미구"
"787","서울특별시 용산구 한강로1가","50-1","0050","0001","용산파크자이","39.0300","202507","07","45,000","33","개인","개인","2005","한강대로 205","-","중개거래","서울 용산구"
"788","경기도 시흥시 배곧동","206-4","0206","0004","문영 퀸즈파크 배곧","22.4900","202507","07","7,950","11","개인","개인","2018","서해안로 405","-","중개거래","경기 시흥시"
